"","X.1","year","state","state_po","county","FIPS","candidatevotes","totalvotes","TOT_POP","TOT_MALE","TOT_FEMALE","NHWA_MALE","NHWA_FEMALE","MedIncome","area"
"1463",44917,2016,"Missouri","MO","Callaway",29027,13057,19193,45069,23135,21934,20660,20005,58720,2194.53513259421
"1464",44920,2016,"Missouri","MO","Camden",29029,16944,22514,44906,22264,22642,21038,21413,51460,1835.28086928525
"1465",44923,2016,"Missouri","MO","Cape Girardeau",29031,27017,37038,78445,38011,40434,32744,34868,57618,1518.62235209592
"1466",44926,2016,"Missouri","MO","Carroll",29033,3480,4361,8844,4346,4498,4091,4285,50628,1816.5680945555
"1467",44929,2016,"Missouri","MO","Carter",29035,2324,2844,6210,3004,3206,2852,3008,36383,1318.43637912044
"1468",44932,2016,"Missouri","MO","Cass",29037,33098,50990,102622,50083,52539,44175,46549,73882,1819.63939216044
"1469",44935,2016,"Missouri","MO","Cedar",29039,5021,6288,13876,6923,6953,6560,6622,38427,1291.44408550763
"1470",44938,2016,"Missouri","MO","Chariton",29041,2950,3969,7501,3746,3755,3549,3582,50589,1985.73783500564
"1471",44941,2016,"Missouri","MO","Christian",29043,30946,41531,84184,41174,43010,38471,40340,63400,1460.10830815736
"1472",44944,2016,"Missouri","MO","Clark",29045,2458,3215,6739,3409,3330,3313,3234,46001,1325.71880091341
"1473",44947,2016,"Missouri","MO","Clay",29047,57476,110176,238583,116953,121630,95142,99926,70705,1058.48426001667
"1474",44950,2016,"Missouri","MO","Clinton",29049,7067,10208,20548,10325,10223,9699,9611,64541,1096.7579945606
"1475",44953,2016,"Missouri","MO","Cole",29051,24616,37374,76702,38777,37925,31086,31688,61847,1033.44146512735
"1476",44956,2016,"Missouri","MO","Cooper",29053,5624,7986,17702,9266,8436,7968,7676,56957,1474.10385235971
"1477",44959,2016,"Missouri","MO","Crawford",29055,7724,9696,24265,12036,12229,11485,11675,48315,1926.4467440834
"1478",44962,2016,"Missouri","MO","Dade",29057,3184,3951,7606,3855,3751,3619,3522,42421,1310.9845673652
"1479",44965,2016,"Missouri","MO","Dallas",29059,5895,7453,16381,8133,8248,7689,7811,42389,1405.9399555937
"1480",44968,2016,"Missouri","MO","Daviess",29061,2767,3593,8224,4152,4072,3980,3919,48197,1473.69879867666
"1481",44971,2016,"Missouri","MO","DeKalb",29063,3540,4594,12496,7860,4636,6098,4407,53997,1102.75777167449
"1482",44974,2016,"Missouri","MO","Dent",29065,5600,6791,15454,7729,7725,7304,7300,45540,1954.2658823426
"1483",44977,2016,"Missouri","MO","Douglas",29067,5486,6666,13353,6656,6697,6343,6367,39773,2109.87697180887
"1484",44980,2016,"Missouri","MO","Dunklin",29069,8026,10578,30562,14624,15938,11803,12901,38880,1417.37374447806
"1485",44983,2016,"Missouri","MO","Franklin",29071,35430,50113,102704,50984,51720,48516,49372,61428,2410.21822200449
"1486",44986,2016,"Missouri","MO","Gasconade",29073,5670,7445,14746,7383,7363,7087,7100,53751,1362.04553000775
"1487",44989,2016,"Missouri","MO","Gentry",29075,2304,3043,6624,3198,3426,3077,3291,53663,1273.39405018561
"1488",44992,2016,"Missouri","MO","Greene",29077,78035,129231,287818,140385,147433,122596,130612,45313,1755.78766474135
"1489",44995,2016,"Missouri","MO","Grundy",29079,3462,4310,10111,4894,5217,4613,4917,44323,1134.47396239781
"1490",44998,2016,"Missouri","MO","Harrison",29081,2965,3689,8579,4228,4351,4029,4158,43016,1881.30566130706
"1491",45001,2016,"Missouri","MO","Henry",29083,7075,9866,21625,10627,10998,9957,10339,46995,1896.85788294184
"1492",45004,2016,"Missouri","MO","Hickory",29085,3542,4724,9356,4600,4756,4367,4529,32934,1066.40265652704
"1493",45007,2016,"Missouri","MO","Holt",29087,1926,2355,4453,2185,2268,2106,2176,47429,1218.31574323664
"1494",45010,2016,"Missouri","MO","Howard",29089,3277,4868,10032,5006,5026,4561,4552,49923,1221.20262879644
"1495",45013,2016,"Missouri","MO","Howell",29091,13893,17455,40132,19509,20623,18448,19405,40177,2404.76064833706
"1496",45016,2016,"Missouri","MO","Iron",29093,3173,4269,10123,5026,5097,4727,4841,39292,1429.52955299415
"1497",45019,2016,"Missouri","MO","Jackson",29095,91557,173275,692430,334965,357465,211920,221918,57907,1596.48597259683
"1498",45022,2016,"Missouri","MO","Jasper",29097,35070,48326,119219,58113,61106,48801,52026,46021,1661.1730005652
"1499",45025,2016,"Missouri","MO","Jefferson",29099,69036,106238,223377,110989,112388,104893,106468,68779,1720.13361061066
"1500",45028,2016,"Missouri","MO","Johnson",29101,13719,21132,53497,27582,25915,23569,22446,58396,2157.60000193884
"1501",45031,2016,"Missouri","MO","Knox",29103,1416,1870,3933,1970,1963,1894,1888,41755,1312.64987005758
"1502",45034,2016,"Missouri","MO","Laclede",29105,12881,16051,35450,17449,18001,16313,16895,43969,1988.97826155089
"1503",45037,2016,"Missouri","MO","Lafayette",29107,10988,15876,32534,16095,16439,14696,15232,62264,1655.17604407639
"1504",45040,2016,"Missouri","MO","Lawrence",29109,13089,16715,38164,18952,19212,16905,17287,45746,1588.84375887651
"1505",45043,2016,"Missouri","MO","Lewis",29111,3344,4456,10072,5049,5023,4679,4659,40782,1323.10937815599
"1506",45046,2016,"Missouri","MO","Lincoln",29113,18159,24962,55146,27619,27527,25683,25747,69178,1658.81044076861
"1507",45049,2016,"Missouri","MO","Linn",29115,4088,5587,12146,5870,6276,5560,5994,45774,1609.00042907528
"1508",45052,2016,"Missouri","MO","Livingston",29117,4879,6421,15127,6630,8497,6255,7761,49065,1394.86421005877
"1509",45058,2016,"Missouri","MO","Macon",29121,5798,7621,15164,7465,7699,7013,7243,45717,2104.6489436873
"1510",45061,2016,"Missouri","MO","Madison",29123,4102,5321,12213,6027,6186,5685,5866,43919,1288.98372487989
"1511",45064,2016,"Missouri","MO","Maries",29125,3561,4500,8821,4406,4415,4219,4212,49712,1372.41560225149
"1512",45067,2016,"Missouri","MO","Marion",29127,9419,12938,28689,13915,14774,12528,13384,50803,1149.97463605798
"1513",45055,2016,"Missouri","MO","McDonald",29119,6599,8242,22705,11512,11193,8880,8841,39615,1397.55220631878
"1514",45070,2016,"Missouri","MO","Mercer",29129,1486,1745,3661,1837,1824,1748,1746,44343,1178.71888350045
"1515",45073,2016,"Missouri","MO","Miller",29131,9285,11416,24998,12435,12563,11811,11950,49252,1554.19764566514
"1516",45076,2016,"Missouri","MO","Mississippi",29133,3600,5169,13738,7398,6340,5018,4829,36802,1110.99945545724
"1517",45079,2016,"Missouri","MO","Moniteau",29135,5347,6830,15991,8529,7462,7341,6972,57321,1084.79772145389
"1518",45082,2016,"Missouri","MO","Monroe",29137,3159,4156,8633,4366,4267,4050,3968,48399,1735.5873108338
"1519",45085,2016,"Missouri","MO","Montgomery",29139,4127,5429,11447,5724,5723,5354,5442,50282,1399.84270908422
"1520",45088,2016,"Missouri","MO","Morgan",29141,6760,8821,20089,10100,9989,9489,9458,44473,1590.19942168829
"1521",45091,2016,"Missouri","MO","New Madrid",29143,5270,7357,17839,8565,9274,6905,7357,42115,1805.00809063711
"1522",45094,2016,"Missouri","MO","Newton",29145,20553,26606,58178,28901,29277,24837,25531,53251,1622.97671736319
"1523",45097,2016,"Missouri","MO","Nodaway",29147,6380,9458,22455,11272,11183,10274,10537,47419,2273.89538533825
"1524",45100,2016,"Missouri","MO","Oregon",29149,3671,4668,10746,5287,5459,4974,5138,35356,2049.76616590586
"1525",45103,2016,"Missouri","MO","Osage",29151,5856,7090,13613,7028,6585,6881,6426,60728,1588.88575664759
"1526",45106,2016,"Missouri","MO","Ozark",29153,3639,4505,9199,4614,4585,4385,4388,36019,1956.02930367976
"1527",45109,2016,"Missouri","MO","Pemiscot",29155,3964,6027,17060,8069,8991,5645,6054,34280,1330.12113290708
"1528",45112,2016,"Missouri","MO","Perry",29157,6908,8740,19216,9553,9663,9088,9260,57032,1253.96123538311
"1529",45115,2016,"Missouri","MO","Pettis",29159,12810,18111,42249,20872,21377,17682,18336,48516,1777.64899676759
"1530",45118,2016,"Missouri","MO","Phelps",29161,12709,18553,44708,23358,21350,20495,19282,46573,1746.23917218826
"1531",45121,2016,"Missouri","MO","Pike",29163,5274,7382,18507,10206,8301,8619,7687,49089,1773.45176527934
"1532",45124,2016,"Missouri","MO","Platte",29165,25933,48885,98641,48671,49970,39554,41011,84456,1106.33795231102
"1533",45127,2016,"Missouri","MO","Polk",29167,10438,13763,31380,15346,16034,14369,15130,44837,1663.88650768135
"1534",45130,2016,"Missouri","MO","Pulaski",29169,9876,13488,52456,29843,22613,20634,15820,55620,1428.42193075094
"1535",45133,2016,"Missouri","MO","Putnam",29171,1936,2346,4825,2429,2396,2343,2294,42434,1345.88697718617
"1536",45136,2016,"Missouri","MO","Ralls",29173,3969,5266,10230,5177,5053,4938,4855,63419,1253.31460627513
"1537",45139,2016,"Missouri","MO","Randolph",29175,7529,10309,24970,13125,11845,11442,10761,48043,1263.35355090547
"1538",45142,2016,"Missouri","MO","Ray",29177,7104,10869,22741,11306,11435,10593,10765,61678,1486.47969720636
"1539",45145,2016,"Missouri","MO","Reynolds",29179,2406,3038,6347,3274,3073,3080,2892,37415,2109.8434268262
"1540",45148,2016,"Missouri","MO","Ripley",29181,4522,5524,13775,6763,7012,6428,6687,35788,1636.0205468229
"1541",45166,2016,"Missouri","MO","Saline",29195,5977,9274,23095,11533,11562,9205,9456,47324,1986.19003534617
"1542",45169,2016,"Missouri","MO","Schuyler",29197,1505,1936,4501,2238,2263,2174,2202,43183,798.064759697917
"1543",45172,2016,"Missouri","MO","Scotland",29199,1525,1968,4902,2441,2461,2389,2388,46871,1137.96273986233
"1544",45175,2016,"Missouri","MO","Scott",29201,13168,17256,38760,18855,19905,15857,16632,44924,1103.03962783306
"1545",45178,2016,"Missouri","MO","Shannon",29203,2966,3904,8222,4091,4131,3851,3882,36477,2600.41513493594
"1546",45181,2016,"Missouri","MO","Shelby",29205,2524,3255,6044,3020,3024,2864,2891,45939,1301.05350062409
"1547",45151,2016,"Missouri","MO","St. Charles",29183,121650,201005,390541,191890,198651,167772,174234,89236,1534.68955347679
"1548",45154,2016,"Missouri","MO","St. Clair",29185,3501,4630,9288,4663,4625,4399,4392,39319,1818.1694190541
"1549",45160,2016,"Missouri","MO","St. Francois",29187,17468,24728,66356,35442,30914,31471,29551,43886,1177.35353056952
"1550",45220,2016,"Missouri","MO","St. Louis City",29510,20832,131191,312633,151061,161572,68605,67343,46309,1355.60877537522
"1551",45163,2016,"Missouri","MO","St. Louis County",29189,202434,514858,997837,473369,524468,320553,344875,70161,171.474903631522
"1552",45157,2016,"Missouri","MO","Ste. Genevieve",29186,5496,8469,17875,9059,8816,8616,8482,61662,1312.49234210801
"1553",45184,2016,"Missouri","MO","Stoddard",29207,11079,13291,29498,14542,14956,13859,14329,42363,2147.01837559245
"1554",45187,2016,"Missouri","MO","Stone",29209,13158,16567,31471,15380,16091,14602,15261,50262,1322.99646088817
"1555",45190,2016,"Missouri","MO","Sullivan",29211,1884,2486,6333,3276,3057,2435,2474,43421,1687.43508524007
"1556",45193,2016,"Missouri","MO","Taney",29213,18276,23515,54608,26458,28150,23519,25211,49314,1687.50631060032
"1557",45196,2016,"Missouri","MO","Texas",29215,8875,10956,25805,13474,12331,11961,11590,38914,3053.94799388291
"1558",45199,2016,"Missouri","MO","Vernon",29217,6533,8599,20653,10066,10587,9437,9977,46182,2167.35928877389
"1559",45202,2016,"Missouri","MO","Warren",29219,11111,15784,33871,16960,16911,15542,15560,63726,1134.03053241435
"1560",45205,2016,"Missouri","MO","Washington",29221,7048,9282,24852,12732,12120,11806,11677,41198,1974.68800355838
"1561",45208,2016,"Missouri","MO","Wayne",29223,4658,5655,13236,6525,6711,6218,6370,35397,2004.72791984167
"1562",45211,2016,"Missouri","MO","Webster",29225,12840,16743,38154,19432,18722,18235,17792,54844,1538.10002523855
"1563",45214,2016,"Missouri","MO","Worth",29227,808,1046,2015,981,1034,941,1006,45023,690.940404526304
"1564",45217,2016,"Missouri","MO","Wright",29229,6707,8119,18185,8952,9233,8544,8806,39384,1769.29431434439
"1565",45223,2016,"Montana","MT","Beaverhead",30001,3353,4849,9463,4850,4613,4361,4239,49771,14431.2690550284
"1566",45226,2016,"Montana","MT","Big Horn",30003,1853,4237,13458,6642,6816,1805,1823,43718,12987.1477387816
"1567",45229,2016,"Montana","MT","Blaine",30005,1268,2684,6716,3359,3357,1508,1557,44090,10977.3883771691
"1568",45232,2016,"Montana","MT","Broadwater",30007,2348,3133,5785,2967,2818,2769,2647,60622,3206.80328059274
"1569",45235,2016,"Montana","MT","Carbon",30009,3748,5991,10485,5317,5168,5005,4889,57585,5340.60022280877
"1570",45238,2016,"Montana","MT","Carter",30011,678,786,1175,586,589,572,567,49057,8671.90691012513
"1571",45241,2016,"Montana","MT","Cascade",30013,19632,34571,81562,41261,40301,35293,34570,51732,7023.04699548506
"1572",45244,2016,"Montana","MT","Chouteau",30015,1679,2603,5780,2876,2904,2256,2199,48017,10353.0191027735
"1573",45247,2016,"Montana","MT","Custer",30017,3657,5185,11843,5955,5888,5495,5423,49379,9824.61319363369
"1574",45250,2016,"Montana","MT","Daniels",30019,730,962,1731,889,842,818,782,50001,3694.10832899066
"1575",45253,2016,"Montana","MT","Dawson",30021,3320,4374,9263,4799,4464,4384,4150,56677,6172.03553681094
"1576",45256,2016,"Montana","MT","Deer Lodge",30023,1763,4206,9057,4821,4236,4309,3889,41780,1919.89955588228
"1577",45259,2016,"Montana","MT","Fallon",30025,1279,1484,3086,1581,1505,1496,1435,65651,4202.7976707938
"1578",45262,2016,"Montana","MT","Fergus",30027,4269,5840,11349,5773,5576,5443,5249,48703,11265.8723249478
"1579",45265,2016,"Montana","MT","Flathead",30029,30240,46571,97742,48737,49005,45411,45604,61334,13613.1320120525
"1580",45268,2016,"Montana","MT","Gallatin",30031,23802,53819,104739,54261,50478,49846,46331,73731,6817.38320284758
"1581",45271,2016,"Montana","MT","Garfield",30033,653,718,1299,658,641,637,624,43106,12557.4076723922
"1582",45274,2016,"Montana","MT","Glacier",30035,1620,5075,13711,6692,7019,2077,2161,41808,7867.51339071783
"1583",45277,2016,"Montana","MT","Golden Valley",30037,365,474,810,410,400,374,369,40469,3043.89165793104
"1584",45280,2016,"Montana","MT","Granite",30039,1192,1777,3286,1678,1608,1587,1515,49646,4487.89907951173
"1585",45283,2016,"Montana","MT","Hill",30041,3478,6445,16448,8292,8156,5885,5649,51881,7553.93052220203
"1586",45286,2016,"Montana","MT","Jefferson",30043,4177,6714,11779,5968,5811,5570,5369,70929,4297.71164555053
"1587",45289,2016,"Montana","MT","Judith Basin",30045,872,1208,1940,1013,927,980,887,49401,4844.69676235722
"1588",45292,2016,"Montana","MT","Lake",30047,7530,13181,29709,14626,15083,9549,9848,49019,4284.08206389456
"1589",45295,2016,"Montana","MT","Lewis and Clark",30049,16895,34478,66894,33067,33827,30253,30977,66075,9058.11150120037
"1590",45298,2016,"Montana","MT","Liberty",30051,698,961,2409,1163,1246,1124,1198,41240,3746.56781348287
"1591",45301,2016,"Montana","MT","Lincoln",30053,6729,9330,19294,9711,9583,9097,8820,43669,9520.31262402514
"1592",45307,2016,"Montana","MT","Madison",30057,3297,4778,8062,4222,3840,3883,3583,56579,9333.51314389707
"1593",45304,2016,"Montana","MT","McCone",30055,862,1060,1732,886,846,846,792,48551,6946.49519008531
"1594",45310,2016,"Montana","MT","Meagher",30059,729,977,1845,939,906,897,859,43946,6202.17357749071
"1595",45313,2016,"Montana","MT","Mineral",30061,1330,2012,4124,2088,2036,1912,1865,43928,3168.77904124067
"1596",45316,2016,"Montana","MT","Missoula",30063,22250,59203,116349,58404,57945,52407,51677,57279,6780.72071235487
"1597",45319,2016,"Montana","MT","Musselshell",30065,1967,2441,4646,2314,2332,2135,2123,48290,4849.36540590842
"1598",45322,2016,"Montana","MT","Park",30067,4980,9359,16115,8103,8012,7593,7479,51740,7284.91545120412
"1599",45325,2016,"Montana","MT","Petroleum",30069,278,322,491,269,222,259,216,42081,4336.31338085749
"1600",45328,2016,"Montana","MT","Phillips",30071,1723,2171,4113,2082,2031,1768,1703,47679,13499.1468215322
"1601",45331,2016,"Montana","MT","Pondera",30073,1799,2723,6035,2979,3056,2421,2514,48542,4253.43781127892
"1602",45334,2016,"Montana","MT","Powder River",30075,884,1053,1746,882,864,834,805,47843,8541.86804777702
"1603",45337,2016,"Montana","MT","Powell",30077,2029,2794,6841,4210,2631,3688,2455,49387,6040.91755909325
"1604",45340,2016,"Montana","MT","Prairie",30079,556,689,1159,588,571,537,516,46663,4513.43554707841
"1605",45343,2016,"Montana","MT","Ravalli",30081,14810,22556,41918,20689,21229,19285,19758,57209,6214.86402272114
"1606",45346,2016,"Montana","MT","Richland",30083,3908,4871,11408,5938,5470,5251,4884,69095,5448.09824555552
"1607",45349,2016,"Montana","MT","Roosevelt",30085,1797,3652,11225,5632,5593,1997,1921,38409,6136.63049236352
"1608",45352,2016,"Montana","MT","Rosebud",30087,2253,3453,9232,4663,4569,2604,2501,58139,13014.772312434
"1609",45355,2016,"Montana","MT","Sanders",30089,4286,5953,11465,5890,5575,5306,5052,45193,7224.83192179901
"1610",45358,2016,"Montana","MT","Sheridan",30091,1241,1835,3608,1846,1762,1710,1613,51111,4419.37107243211
"1611",45361,2016,"Montana","MT","Silver Bow",30093,6376,16452,34696,17533,17163,15854,15593,49249,1861.03135246478
"1612",45364,2016,"Montana","MT","Stillwater",30095,3661,4873,9360,4797,4563,4463,4238,68186,4676.70950517415
"1613",45367,2016,"Montana","MT","Sweet Grass",30097,1595,2107,3616,1854,1762,1768,1644,55259,4824.61501611798
"1614",45370,2016,"Montana","MT","Teton",30099,2170,3188,6011,2957,3054,2756,2871,54458,5933.76705575475
"1615",45373,2016,"Montana","MT","Toole",30101,1497,2037,4951,2814,2137,2427,1916,49448,5039.10356233482
"1616",45376,2016,"Montana","MT","Treasure",30103,351,443,680,339,341,308,310,51754,2550.87726816107
"1617",45379,2016,"Montana","MT","Valley",30105,2698,3894,7532,3771,3761,3189,3166,51869,13109.3146104605
"1618",45382,2016,"Montana","MT","Wheatland",30107,702,946,2130,1088,1042,976,966,42059,3697.02413159541
"1619",45385,2016,"Montana","MT","Wibaux",30109,463,541,1042,530,512,500,477,51145,2305.48311328843
"1620",45388,2016,"Montana","MT","Yellowstone",30111,40920,69108,157914,77726,80188,67254,69706,61435,6860.67247774937
"1621",45391,2016,"Nebraska","NE","Adams",31001,9287,13513,31683,15880,15803,13614,13790,55182,1461.31909050641
"1622",45394,2016,"Nebraska","NE","Antelope",31003,2732,3281,6345,3189,3156,3026,3006,50771,2223.69695777318
"1623",45397,2016,"Nebraska","NE","Arthur",31005,244,273,466,229,237,213,225,46417,1860.04321370746
"1624",45400,2016,"Nebraska","NE","Banner",31007,357,402,716,353,363,323,333,54706,1931.86001137631
"1625",45403,2016,"Nebraska","NE","Blaine",31009,276,317,470,242,228,233,221,45411,1849.69394427065
"1626",45406,2016,"Nebraska","NE","Boone",31011,2299,2905,5333,2663,2670,2569,2580,58204,1780.02637579092
"1627",45409,2016,"Nebraska","NE","Box Butte",31013,3617,4924,11176,5555,5621,4550,4578,61522,2791.45593694535
"1628",45412,2016,"Nebraska","NE","Boyd",31015,983,1156,1980,978,1002,932,950,46548,1410.61007106215
"1629",45415,2016,"Nebraska","NE","Brown",31017,1385,1597,2980,1450,1530,1403,1466,48843,3173.23258791006
"1630",45418,2016,"Nebraska","NE","Buffalo",31019,14569,21129,49104,24572,24532,21213,21622,64759,2526.29271350458
"1631",45421,2016,"Nebraska","NE","Burt",31021,2367,3558,6537,3224,3313,3013,3099,54554,1287.26331396219
"1632",45424,2016,"Nebraska","NE","Butler",31023,3079,3981,7996,4027,3969,3788,3789,63310,1530.28521455238
"1633",45427,2016,"Nebraska","NE","Cass",31025,8452,12933,25647,12928,12719,12160,11966,72915,1465.57639112626
"1634",45430,2016,"Nebraska","NE","Cedar",31027,3532,4420,8604,4341,4263,4201,4116,60400,1931.9397809852
"1635",45433,2016,"Nebraska","NE","Chase",31029,1648,1898,3914,1937,1977,1652,1705,57656,2324.12528429731
"1636",45436,2016,"Nebraska","NE","Cherry",31031,2623,3118,5829,2956,2873,2590,2547,50677,15563.2058206503
"1637",45439,2016,"Nebraska","NE","Cheyenne",31033,3665,4711,10047,5048,4999,4527,4505,56229,3098.94445292422
"1638",45442,2016,"Nebraska","NE","Clay",31035,2422,3065,6135,3136,2999,2785,2687,63829,1485.43475174342
"1639",45445,2016,"Nebraska","NE","Colfax",31037,2171,3214,10712,5655,5057,2645,2656,62472,1078.72351212393
"1640",45448,2016,"Nebraska","NE","Cuming",31039,3122,4074,8957,4490,4467,3971,3966,59505,1488.36789914726
"1641",45451,2016,"Nebraska","NE","Custer",31041,4695,5652,10824,5367,5457,5100,5167,51004,6671.43686188649
"1642",45454,2016,"Nebraska","NE","Dakota",31043,3616,6279,20279,10174,10105,4896,5130,61010,692.362930108061
"1643",45457,2016,"Nebraska","NE","Dawes",31045,2632,3676,8911,4434,4477,3718,3868,46377,3628.78302696233
"1644",45460,2016,"Nebraska","NE","Dawson",31047,5984,8635,23779,12219,11560,6992,7193,56839,2640.38400836518
"1645",45463,2016,"Nebraska","NE","Deuel",31049,809,984,1861,908,953,828,874,48793,1141.63212683069
"1646",45466,2016,"Nebraska","NE","Dixon",31051,2041,2782,5742,2947,2795,2492,2407,57324,1250.69108430336
"1647",45469,2016,"Nebraska","NE","Dodge",31053,9933,15529,36677,18192,18485,15136,15871,60853,1406.31868405491
"1648",45472,2016,"Nebraska","NE","Douglas",31055,108077,240433,555607,273986,281621,190682,197911,67264,879.695428398372
"1649",45475,2016,"Nebraska","NE","Dundy",31057,823,953,1806,904,902,800,807,45446,2385.85124669463
"1650",45478,2016,"Nebraska","NE","Fillmore",31059,2130,2941,5622,2795,2827,2632,2642,60440,1493.17574850224
"1651",45481,2016,"Nebraska","NE","Franklin",31061,1347,1673,2994,1468,1526,1405,1456,49659,1491.98125488508
"1652",45484,2016,"Nebraska","NE","Frontier",31063,1110,1328,2645,1346,1299,1295,1246,55712,2538.36148581677
"1653",45487,2016,"Nebraska","NE","Furnas",31065,1921,2340,4762,2345,2417,2179,2287,50705,1866.78736312268
"1654",45490,2016,"Nebraska","NE","Gage",31067,6380,10048,21625,10760,10865,10197,10309,56817,2227.70283368055
"1655",45493,2016,"Nebraska","NE","Garden",31069,869,1075,1907,997,910,907,841,41158,4484.12168805414
"1656",45496,2016,"Nebraska","NE","Garfield",31071,821,980,1994,979,1015,961,991,52707,1480.05542362665
"1657",45499,2016,"Nebraska","NE","Gosper",31073,794,1010,2025,1054,971,964,895,64870,1198.30284270825
"1658",45502,2016,"Nebraska","NE","Grant",31075,367,405,665,344,321,335,313,60773,2028.37144511025
"1659",45505,2016,"Nebraska","NE","Greeley",31077,912,1175,2400,1183,1217,1133,1173,48178,1477.88615846068
"1660",45508,2016,"Nebraska","NE","Hall",31079,14408,22060,61353,30894,30459,20163,21256,57371,1430.18071647379
"1661",45511,2016,"Nebraska","NE","Hamilton",31081,3783,5004,9158,4554,4604,4304,4372,68236,1410.79102104945
"1662",45514,2016,"Nebraska","NE","Harlan",31083,1496,1832,3451,1768,1683,1704,1615,53362,1486.87709622661
"1663",45517,2016,"Nebraska","NE","Hayes",31085,472,514,891,460,431,427,407,46399,1847.76925285376
"1664",45520,2016,"Nebraska","NE","Hitchcock",31087,1232,1468,2828,1405,1423,1338,1329,49451,1860.77103110252
"1665",45523,2016,"Nebraska","NE","Holt",31089,4354,5118,10223,5076,5147,4751,4820,54474,6261.1207840388
"1666",45526,2016,"Nebraska","NE","Hooker",31091,355,417,683,330,353,318,335,50093,1868.88995654516
"1667",45529,2016,"Nebraska","NE","Howard",31093,2284,2994,6407,3269,3138,3125,2991,56881,1490.72464743528
"1668",45532,2016,"Nebraska","NE","Jefferson",31095,2399,3494,7181,3554,3627,3336,3404,56740,1491.38668786445
"1669",45535,2016,"Nebraska","NE","Johnson",31097,1355,2089,5213,3062,2151,2299,1896,54567,975.823729013304
"1670",45538,2016,"Nebraska","NE","Kearney",31099,2531,3296,6561,3265,3296,3005,3046,64461,1337.2637081919
"1671",45541,2016,"Nebraska","NE","Keith",31101,3235,4034,8096,4073,4023,3678,3626,51478,2873.95954817648
"1672",45544,2016,"Nebraska","NE","Keya Paha",31103,460,479,792,385,407,374,401,46010,2005.07510105913
"1673",45547,2016,"Nebraska","NE","Kimball",31105,1330,1677,3669,1838,1831,1569,1607,52284,2466.71547761037
"1674",45550,2016,"Nebraska","NE","Knox",31107,3188,4115,8484,4180,4304,3597,3712,53676,2952.26271505291
"1675",45553,2016,"Nebraska","NE","Lancaster",31109,61588,136223,310306,155768,154538,126184,127417,61383,2192.14714140949
"1676",45556,2016,"Nebraska","NE","Lincoln",31111,12164,16131,35487,17510,17977,15361,15919,60924,6670.35019305143
"1677",45559,2016,"Nebraska","NE","Logan",31113,400,453,792,416,376,396,357,53108,1479.41277377756
"1678",45562,2016,"Nebraska","NE","Loup",31115,323,385,616,320,296,309,283,51559,1479.00007685979
"1679",45568,2016,"Nebraska","NE","Madison",31119,10628,14343,34979,17355,17624,13756,14331,58275,1490.25813115459
"1680",45565,2016,"Nebraska","NE","McPherson",31117,257,287,503,239,264,231,250,52033,2228.25115750308
"1681",45571,2016,"Nebraska","NE","Merrick",31121,2926,3788,7838,3916,3922,3612,3665,53411,1286.81986517206
"1682",45574,2016,"Nebraska","NE","Morrill",31123,1802,2209,4867,2461,2406,2004,1982,49982,3702.90931261401
"1683",45577,2016,"Nebraska","NE","Nance",31125,1261,1621,3561,1768,1793,1695,1717,55853,1160.8065963922
"1684",45580,2016,"Nebraska","NE","Nemaha",31127,2116,3161,6973,3453,3520,3237,3310,55343,1060.71354654044
"1685",45583,2016,"Nebraska","NE","Nuckolls",31129,1726,2205,4274,2111,2163,2000,2060,48624,1491.32493046296
"1686",45586,2016,"Nebraska","NE","Otoe",31131,4860,7457,15950,7930,8020,7002,7214,66293,1603.17970681672
"1687",45589,2016,"Nebraska","NE","Pawnee",31133,974,1327,2699,1327,1372,1263,1315,47006,1121.93070175446
"1688",45592,2016,"Nebraska","NE","Perkins",31135,1217,1455,2892,1483,1409,1400,1335,63443,2290.44949064633
"1689",45595,2016,"Nebraska","NE","Phelps",31137,3849,4695,9193,4604,4589,4246,4247,61420,1399.76649293564
"1690",45598,2016,"Nebraska","NE","Pierce",31139,3052,3630,7144,3579,3565,3444,3439,67465,1488.24705944187
"1691",45601,2016,"Nebraska","NE","Platte",31141,10965,14433,33008,16714,16294,13057,13086,62804,1772.94083637004
"1692",45604,2016,"Nebraska","NE","Polk",31143,2028,2582,5190,2585,2605,2386,2447,66462,1141.36275750713
"1693",45607,2016,"Nebraska","NE","Red Willow",31145,4258,5170,10767,5378,5389,4901,5000,50260,1859.73105011136
"1694",45610,2016,"Nebraska","NE","Richardson",31147,2769,3805,8004,3985,4019,3673,3729,50207,1436.43354873113
"1695",45613,2016,"Nebraska","NE","Rock",31149,687,798,1404,702,702,679,682,53905,2620.31187944172
"1696",45616,2016,"Nebraska","NE","Saline",31151,3004,5136,14228,7281,6947,4984,4977,59937,1492.51574648747
"1697",45619,2016,"Nebraska","NE","Sarpy",31153,45143,80580,178355,89317,89038,72686,72899,84016,641.168845950166
"1698",45622,2016,"Nebraska","NE","Saunders",31155,7555,10860,20992,10622,10370,10120,9899,71086,1967.91398293875
"1699",45625,2016,"Nebraska","NE","Scotts Bluff",31157,10076,14317,36420,17691,18729,12588,13739,50263,1930.56726171612
"1700",45628,2016,"Nebraska","NE","Seward",31159,5454,7922,17103,8717,8386,8214,7960,72291,1491.590703335
